idCliente;fechaAlta;fechaNacimiento;genero;nombre;apellido;email;direccion;ciudad;referencia;provincia;fechaBaja;estado
7244;21-12-2006;23/3/72;femenino;Kiana;Arevalo;kiana.arevalo@gmail.com;Av.corrientes 2738;Once;"Referencia: Local A La Calle. Se Llama Suery. Para Entregar En Horario Laboral De 9 A 18hs.
si no hay nadie, dejar en el kiosco de diarios. Entre: Pueyrredon y Castelli";Capital Federal;;
7245;21-12-2006;27/3/38;masculino;Nino;Acosta;nino.acosta@gmail.com;Dos pindo 629400;Misiones;;Misiones;;
7246;22-12-2006;30/5/32;masculino;Alonso;Quispe;alonso.quispe@gmail.com;Calle Oncativo 1725;Lanus este;departamento Referencia: Casa oncativo 1725 Entre: Tucuman y sitio de montivideo;Buenos Aires;;
7247;23-12-2006;11/1/34;masculino;Charles;Costa;charles.costa@gmail.com;Cordoba 1587;Misiones;Referencia: San Juan de la Vega entre Juarez y arenas por el panteon nuevo Entre: Benito Juarez y arenas;Misiones;;
7248;23-12-2006;8/9/96;femenino;Marina;Ybarra;marina.ybarra@gmail.com;Aristobulo Del Valle 1657;Esperanza;12 Referencia: se encuentra dentro de la Plazita premium, en la segunda planta en me lo dijo Adela o la quincena, horario de 8a.m a 4p.m Entre: colosio y valle del campestre;Santa Fe;;
7249;23-12-2006;5/12/62;femenino;Julieta;Bermejo;julieta.bermejo@gmail.com;Corrales 123;Ciudad Autonoma de Buenos Aires;Referencia: Casa dos pisos color beige porton electrico a lado casa verde Entre: Puerto acapulco y puerto escondido;Capital Federal;;
7250;23-12-2006;11/6/47;masculino;Luis Miguel;Silva;luis_miguel.silva@gmail.com;Juana Azurduy 1340;Merlo Barrio el zorzal;;Buenos Aires;;
7251;23-12-2006;28/2/89;femenino;Amelia;Mamani;amelia.mamani@gmail.com;tte. clark 665;glew;negocio Referencia: Es un negocio frente a una plaza el local esta pintado de rojo son 4 locales juntos  Entre: Francisco beiro y Fausto;Buenos Aires;;
7252;24-12-2006;3/1/62;femenino;Melina;Salgado;melina.salgado@gmail.com;alvarez thomas 3611;Villa Urquiza;2-C Referencia: 2-C Entre: otro numero cel 5578839487;Capital Federal;;
7253;24-12-2006;12/2/77;femenino;Angelica;Lamas;angelica.lamas@gmail.com;Alvarez Thomas 2449;Merlo;Referencia: restaurante gula burgercolor anaranjado Entre: Guadalupe y Primavera;Buenos Aires;;
7254;24-12-2006;30/1/76;femenino;Yanina;Serra;yanina.serra@gmail.com;Libertad 3463;Santiago del Estero;Referencia: De Dos Pisos Con Camioneta Jeep En La Cochera Entre: Privada Lopez Mateos;Santiago del Estero;;
7255;24-12-2006;14/10/76;femenino;Cyrene;Briones;cyrene.briones@gmail.com;Santa cruz 795;Santiago del Estero;Local Entre: Uriarte y Darregueyra;Santiago del Estero;;
7256;24-12-2006;28/11/47;femenino;Brenda;Rosales;brenda.rosales@gmail.com;AYACUCHO 2267;POSADAS;;Misiones;;
7257;24-12-2006;16/4/63;femenino;Amelia;Perez;amelia.perez@gmail.com;ade street 231;Misiones;;Misiones;;
7258;25-12-2006;29/8/03;masculino;Nicolas;Barrera;nicolas.barrera@gmail.com;9 De Julio 192 Lastenia SN;San Miguel De Tucuman;02 Referencia: 02 Entre: calzada de los fresnos y calzada de los paraisos;Tucuman;;
7259;25-12-2006;21/6/05;masculino;Mario;Iturbe;mario.iturbe@gmail.com;Av Jos Lopez SN;Misiones;;Misiones;;
7260;25-12-2006;13/12/39;masculino;Rafael;Jimenez;rafael.jimenez@gmail.com;12 32;Misiones;;Corrientes;;
7261;25-12-2006;20/6/68;masculino;Louis;Rizzi;louis.rizzi@gmail.com;Alsina 350;Salta;;Salta;;
7262;26-12-2006;12/2/73;masculino;Zayn;Cordero;zayn.cordero@gmail.com;Brasil 1280;Tortuguitas;;Buenos Aires;;
7263;27-12-2006;10/6/85;femenino;Julieta;Benedetti;julieta.benedetti@gmail.com;Dardo Rocha 130;La Rioja;Referencia: una calle antes se encuentra una tortilleria llamada la chapita seguido gira a la derecha, en una casa con porton negro;La Rioja;;
7264;27-12-2006;24/6/02;femenino;Harper;Rivas;harper.rivas@gmail.com;Av Chacabuco 5574;Misiones;Referencia: tocar el timbre o llamar al 5545959129 para salir a abrir. Entre: Ramiriqui y Ambato;Misiones;;
7265;27-12-2006;19/9/37;masculino;Guilherme;Reyes;guilherme.reyes@gmail.com;Constitucion 429;Santiago del Estero;26 Referencia: 26 Entre: loma cierzo y cerro azul;Santiago del Estero;;
7266;27-12-2006;25/8/71;masculino;Carlos Alejandro;Cordero;carlos_alejandro.cordero@gmail.com;Oncativo 815;Santiago del Estero;Referencia: Porton rojo;Santiago del Estero;;
7267;27-12-2006;11/9/86;masculino;Maxime;Piña;maxime.piña@gmail.com;DEAN FUNES 580;BALBANEDA;;Capital Federal;;
7268;27-12-2006;3/6/40;femenino;Julieta;Martinez;julieta.martinez@gmail.com;BV.BALCARCE 1175;Cañada de Gomez;7 - 1  Entre: BALCARCE;Santa Fe;;
7269;28-12-2006;30/3/05;masculino;Baptiste;Quinteros;baptiste.quinteros@gmail.com;Av. Scalabrini Ortiz 1355;Palermo;5B, DEJAR EN SEGURID Referencia: POR FAVOR DEJAR PAQUETES EN SEGURIDAD PARA EL PISO 5TO B, ESTAN LAS 24HS. Entre: Gorriti y Cabrera;Capital Federal;;
7270;28-12-2006;22/5/74;femenino;Caroline;Figueroa;caroline.figueroa@gmail.com;Aguado 9656;Santa Fe;Referencia: Horario de atencion y recepcion: L a V de 8 a 16 hs;Santa Fe;;
7271;28-12-2006;26/11/03;masculino;Leonardo;Rivas;leonardo.rivas@gmail.com;tierra del fuego 1015;neuquen;;Neuquen;;
7272;28-12-2006;14/5/93;masculino;Mario;Leone;mario.leone@gmail.com;Av Belgrano 1414;Salta;A;Salta;;
7273;28-12-2006;24/10/91;masculino;Gustavo;Thompson;gustavo.thompson@gmail.com;Avalos 273;Paternal;Timbre B Referencia: Tocar el Timbre B Entre: Yerua y Paz Soldan;Capital Federal;;
7274;29-12-2006;15/8/04;masculino;Marcelo;Urquiza;marcelo.urquiza@gmail.com;Beschetd y La Paz 154;Bariloche;BARRIO 154 .Edif 10 . Dto 56 Referencia: Entre:;Rio Negro;;
7275;29-12-2006;3/10/51;masculino;Hugo;Delgado;hugo.delgado@gmail.com;Gambaretes 2745;Bahia Blanca;Piso 3 Departamento 5;Buenos Aires;;
7276;30-12-2006;11/11/83;masculino;Henri;Contreras;henri.contreras@gmail.com;Independencia 1672;Santiago del Estero;;Santiago del Estero;;
7277;30-12-2006;4/10/04;masculino;Enzo;Torres;enzo.torres@gmail.com;aguero 1051;Moron;Referencia: Horario Lunes A Jueves De 10 A 17 Y Viernes De 10 A 16;Buenos Aires;;
7278;30-12-2006;3/10/35;femenino;Ailani;Gonzalez;ailani.gonzalez@gmail.com;Av Honorio Pueyrredon 599;Caballito;;Capital Federal;;
7279;30-12-2006;10/3/85;masculino;Bruno;Carmona;bruno.carmona@gmail.com;Avenida San martin 1389;Misiones;;Misiones;;
7280;31-12-2006;22/5/50;masculino;Andres;Chavez;andres.chavez@gmail.com;Ruta 1 km 25 verduleria don luis 2;Santa Fe;;Santa Fe;;
7281;31-12-2006;19/9/00;masculino;John;Riva;john.riva@gmail.com;Triunvirato 4355;Villa Urquiza;;Capital Federal;;
7282;1-1-2007;7/6/49;femenino;Adara;Almada;adara.almada@gmail.com;Av Libertador 1832;Vicente Lopez;Referencia: casa de 2 pisos, blanca con porton Cafe Entre: cipres y ahuehuetes;Buenos Aires;;
7283;1-1-2007;28/12/75;femenino;Milena;Choque;milena.choque@gmail.com;Rivadavia 858;Pichanal;8 C Referencia: NO entregar paquete a ningun vecino ni a nadie mas. Entre: Av. San Juan y 24 de noviembre;Salta;;
7284;1-1-2007;25/6/61;femenino;Isabella;Del Valle;isabella.del_valle@gmail.com;Av Italia 1571;Tigre;;Buenos Aires;;
7285;1-1-2007;11/6/39;masculino;Nicolas;Lucero;nicolas.lucero@gmail.com;Lisandro De La Torre 4723;Tortuguitas;;Buenos Aires;;
7286;2-1-2007;26/2/78;femenino;Vittoria;Riva;vittoria.riva@gmail.com;Calle 198 6523;Posadas;"Referencia: casa color verde , de dos plantas situada en una esquina , a una cuadra del hotel "" casa de las cocadas""";Misiones;;
7287;2-1-2007;28/1/43;femenino;Zariyah;Velasco;zariyah.velasco@gmail.com;PERALTA LUNA 385;Santiago del Estero;"Referencia: Tienda de materia prima para reposteria. 
color verde agua. Entre: colon";Santiago del Estero;;
7288;2-1-2007;26/2/95;masculino;Walter;Villanueva;walter.villanueva@gmail.com;picaflor 733;Villa Allende;Referencia: barrio la paloma;Cordoba;;
7289;2-1-2007;31/10/46;femenino;Valentina;Rivas;valentina.rivas@gmail.com;Richieri 1574;Don Torcuato;;Buenos Aires;;
7290;3-1-2007;8/11/66;masculino;Edward;Figueroa;edward.figueroa@gmail.com;LAGORIO 1050;Villa Bosch;Referencia: Hay gente para recibir de 8 a 16 hs Entre: SANTOS VEGA y MARTIN FIERRO;Buenos Aires;;
7291;3-1-2007;9/12/02;masculino;Matias;Segovia;matias.segovia@gmail.com;Av Aguirre Sur 1167;Santiago del Estero;Referencia: casa violeta,con puerta negra Entre: matheu y Lujan - 426;Santiago del Estero;;
7292;3-1-2007;11/11/64;masculino;Lucas;Maza;lucas.maza@gmail.com;venezuela 2756;buenos aires;;Capital Federal;;
7293;3-1-2007;7/12/04;femenino;Hazel;Figueroa;hazel.figueroa@gmail.com;Hiplito Irigoyen 329;Misiones;;Misiones;;
7294;4-1-2007;15/2/89;femenino;Paula;Rizzi;paula.rizzi@gmail.com;Alvear 489;Misiones;;Misiones;;
7295;5-1-2007;23/6/33;masculino;Juan Pablo;Mariani;juan_pablo.mariani@gmail.com;Avenida Wollman SN;Libertador general san martin;Barrio Patricias Argentinas M212 L8 Referencia: Casa Con Rejas Rojas De 1 Piso;Jujuy;;
7296;5-1-2007;15/8/41;femenino;Josefina;Mitchell;josefina.mitchell@gmail.com;Av. 1155 2173;Ingeniero Allan;;Buenos Aires;;
7297;5-1-2007;21/2/74;masculino;Juan Sebastian;Perez;juan_sebastian.perez@gmail.com;San Jeronimo 2730;Santa Fe capital;;Santa Fe;;
7298;6-1-2007;16/8/98;femenino;Aurora;Fajardo;aurora.fajardo@gmail.com;Charcas 3429;Palermo;"Referencia: Local comercial ""Espacio Bebe"" - Horario: L a V de 10 a 19hs Entre: Bulnes y Vidt";Capital Federal;;
7299;6-1-2007;15/9/89;masculino;Luis;Monti;luis.monti@gmail.com;Primero de Mayo 2279;Godoy Cruz;Departamento 1 (estudio) Referencia: Esquina Zanjon Frias. Entrada por Santiago del Estero (oficina ESTUDIO);Mendoza;;
7300;7-1-2007;8/3/53;masculino;Ivan;Green;ivan.green@gmail.com;Gallo 640;Baradero;Referencia: Es Una Casa Azul Entre: Saavedra y Anchorena;Buenos Aires;;
7301;7-1-2007;4/10/34;femenino;Leona;Morelli;leona.morelli@gmail.com;Avenida Del libertador 6810;Misiones;Referencia: Casa Color Naranja;Capital Federal;;
7302;7-1-2007;20/7/39;femenino;Abril;Peralta;abril.peralta@gmail.com;Zuviria 2259;Salta;;Salta;;
7303;8-1-2007;20/2/81;femenino;Nadia;Pagano;nadia.pagano@gmail.com;Guemes 3937;Palermo;1 A Referencia: Cerca Estacion Subte D Entre: Av Scalabrini Ortiz y Araoz;Capital Federal;;
7304;8-1-2007;23/2/81;masculino;Leonardo;Costa;leonardo.costa@gmail.com;Barrio San Miguel calle 6 368;Misiones;Referencia: tiene rejas cortas y esta enfrente de una cancha de piso - 4259;Misiones;;
7305;9-1-2007;8/8/64;masculino;Leonardo;Duarte;leonardo.duarte@gmail.com;CNEL J TERRADA 457;CABA;Referencia: Rejas Negras Entre: Agua Caliente;Capital Federal;;
7306;11-1-2007;7/8/92;masculino;Rafael;Gallardo;rafael.gallardo@gmail.com;chacra 172;Misiones;;Misiones;;
7307;12-1-2007;21/7/68;femenino;Zulema;Aldana;zulema.aldana@gmail.com;Yamanas 3er Edificio B Uboldi 250;Puerto Madryn;Referencia: Casa gris Entre: Ferrocarril Sureste y Ferrocarril Tampico;Chubut;;
7308;12-1-2007;3/4/55;femenino;Aveline;Serra;aveline.serra@gmail.com;Tupac Amaru 1141;Velez Sarsfield;Referencia: Porton con escudo de All Boys Entre: Remedios de Escalada de San Martin y Cesar Diaz;Capital Federal;;
7309;13-1-2007;31/12/41;masculino;Riccardo;Monti;riccardo.monti@gmail.com;Mza 25 Lote 26 Barrio Los Flores 200 Viviedas SN;Santiago del Estero;casa Referencia: casa blanca 2 pisos fachada leones dorados en callejon 2do callejon norte, sillar naranja Entre: bulevar a hda el aguila y callejon Juan aldana;Santiago del Estero;;
7310;13-1-2007;22/5/39;masculino;Andres;Morales;andres.morales@gmail.com;Freire 988;Colegiales;Casa;Capital Federal;;
7311;13-1-2007;30/11/56;femenino;Anika;Villa;anika.villa@gmail.com;Francisco Castro 600;Salta;;Salta;;
7312;14-1-2007;23/6/49;femenino;Helena;Moreno;helena.moreno@gmail.com;brandsen 19;Santiago del Estero;Referencia: pinturas comex;Santiago del Estero;;
7313;14-1-2007;21/1/57;masculino;Alessandro;Martinez;alessandro.martinez@gmail.com;Martinez De Suviria 46;Capital;Referencia: Casa Con Porton Negro  Entre:;Catamarca;;
7314;14-1-2007;29/9/74;masculino;Matias;Rojo;matias.rojo@gmail.com;Rivadavia 820;Buenos aires;;Capital Federal;;
7315;15-1-2007;25/6/30;masculino;Luis;Gonzalez;luis.gonzalez@gmail.com;ramon iribarren 2981;Caseros;Referencia: de 10 a 15;Buenos Aires;;
7316;15-1-2007;6/8/51;masculino;Sebastian;Briones;sebastian.briones@gmail.com;Las Marias 4960;Chacras de Coria;Entre: Larrea;Mendoza;;
7317;15-1-2007;14/2/45;femenino;Emily;Romano;emily.romano@gmail.com;BIARRITZ 2571;CABA;Referencia: Recibe Giselle.No Funciona El Timbre. Llamar;Capital Federal;;
7318;16-1-2007;17/1/54;masculino;Rodrigo;Giudice;rodrigo.giudice@gmail.com;Hernandarias 103;Santiago del Estero;Referencia: casa de dos pisos de azulejo cafe con blanco sahuan cafe Entre: caoba y paseo toltecas;Santiago del Estero;;
7319;16-1-2007;27/2/92;masculino;Alonso;Morelli;alonso.morelli@gmail.com;Coronel Miguel Di Pascuo 3219;Salta;;Salta;;
7320;17-1-2007;23/9/55;femenino;Lujan;Sorrentino;lujan.sorrentino@gmail.com;A Piaggio 791;Victoria;Entre: San Miguel y Rawson;Entre Rios;;
7321;17-1-2007;4/2/72;masculino;Ramiro;Soto;ramiro.soto@gmail.com;Guemes 83;Ramos Mejia;Local Referencia: Local a la calle de 10 a 19:30 hs.  Entre: Leandro Alem y Alvarez Jonte;Buenos Aires;;
7322;18-1-2007;9/11/34;femenino;Senna;Montanari;senna.montanari@gmail.com;Gelly 3414;Palermo;Referencia: Esquina;Capital Federal;;
7323;18-1-2007;17/7/57;femenino;Micaela;Vidal;micaela.vidal@gmail.com;Zelada 6437;Mataderos;PB 4 Referencia: x pasillo, timbre de la derecha Entre: Martiniano Leguizamon y Cafayate;Capital Federal;;
7324;18-1-2007;24/5/54;femenino;Maribel;Muñoz;maribel.muñoz@gmail.com;4pasaje Santa Rosa SN;Santiago del Estero;Referencia: Reja  Para Entrar A La Privada, pasando el dren pluvial a la derecha Entre: prolongacion yucatan y pasando swim life a la derecha;Santiago del Estero;;
7325;18-1-2007;7/12/84;femenino;Martina;Mamani;martina.mamani@gmail.com;Coronel Jose Maria Vilela 1645;Ituzaingo;1 Referencia: taller de herreria Entre: valle del sol y valle del puente;Buenos Aires;;
7326;19-1-2007;17/5/52;masculino;Andrew;Robinson;andrew.robinson@gmail.com;Tierra Del Fuego 1050;Trelew;Casa Referencia: Casa Entre: Soler y Perito Moreno;Chubut;;
7327;19-1-2007;21/6/55;masculino;Andres;Caballero;andres.caballero@gmail.com;Belgica 1918;Santiago del Estero;;Santiago del Estero;;
7328;20-1-2007;29/11/88;femenino;Anika;Palomino;anika.palomino@gmail.com;Lavalle 885;Santiago del Estero;5 Referencia: Edificio;Santiago del Estero;;
7329;20-1-2007;11/4/88;masculino;Valerio;Espinoza;valerio.espinoza@gmail.com;A. Rojas 14;monte grande;Referencia: casa de venta de instrumentos musicales. horario lunes a sabados 10:30 a 19:00hs  Entre: L. N. Alem y Vicente Lopez;Buenos Aires;;
7330;21-1-2007;26/4/42;femenino;Dalma;Brown;dalma.brown@gmail.com;Av Darac 2058;Parque Chacabuco;;Capital Federal;;
7331;22-1-2007;4/9/42;femenino;Sofia;Mancini;sofia.mancini@gmail.com;Av. Jorge Ohm 5751;Cordoba;Referencia: casa marron rejas negras Entre: gascon;Cordoba;;
7332;22-1-2007;17/11/91;masculino;Aaron;De Angelis;aaron.de_angelis@gmail.com;Av. PTE H YRIGOYEN 791;Justo Daract;Referencia: Casa Cafe Con Beige A Un Lado del Parque De La Privada Al Final De La Calle Entre: Diego Rivera y Cerrada Lunas;San Luis;;
7333;22-1-2007;17/11/91;femenino;Alma;Solano;alma.solano@gmail.com;Santiago del Estero 1317;Constitucion;Referencia: Cerrada privada zaguan verde tiendita en la esquina Entre: Insurgentes y Miguel Hidalgo;Capital Federal;;
7334;22-1-2007;3/4/01;masculino;Luis Miguel;Solis;luis_miguel.solis@gmail.com;mza 34 lote 14 barrio saint germain SN;Santiago del Estero;Entre: g campos y reconquista;Santiago del Estero;;
7335;22-1-2007;23/1/04;femenino;Consuelo;King;consuelo.king@gmail.com;Ruperto Gimenez SN;Puerto Madryn;5A Referencia: BODEGA  EN PARQUE INDUSTRIAL  Entre: URBINA  y MORELOS;Chubut;;
7336;22-1-2007;7/4/86;masculino;Michel;Galvez;michel.galvez@gmail.com;Fournier 2237 SN;Parque Chacabuco;;Capital Federal;;
7337;22-1-2007;5/5/05;masculino;Bruno;Parker;bruno.parker@gmail.com;SUCRE 1355;CABA/ BELGRANO;;Capital Federal;;
7338;22-1-2007;5/3/71;masculino;Carlos Alejandro;Rios;carlos_alejandro.rios@gmail.com;Sin nombre 6;Misiones;;Misiones;;
7339;23-1-2007;9/10/91;femenino;Selena;Guerrero;selena.guerrero@gmail.com;Pilar Del Este SN;Pilar;"501 Referencia: Entrada por la 
calle 11 Entre: Avenida 12 y Avenida 14";Buenos Aires;;
7340;23-1-2007;11/12/54;masculino;Tommaso;Vargas;tommaso.vargas@gmail.com;Martin Martinez 1600;Salta;;Salta;;
7341;24-1-2007;11/4/72;masculino;Esteban;Escobar;esteban.escobar@gmail.com;Franklin 533;Misiones;Casa;Misiones;;
7342;24-1-2007;6/10/32;femenino;Martina;Villar;martina.villar@gmail.com;Las Acacias 226;Rawson;Referencia: Cortina grande blanca, estamos de 9 a 6pm Entre: Av. Republica y Josefa Ortiz de Dominguez;Chubut;;
7343;24-1-2007;24/6/65;masculino;Guglielmo;Vargas;guglielmo.vargas@gmail.com;Av. Entre Rios 327;Balvanera;Referencia: Local comercial, lenceria de 9 a 20hs;Capital Federal;;
7344;24-1-2007;19/3/88;femenino;Gimena;Giannini;gimena.giannini@gmail.com;las hera y Lopez y planes 9;Misiones;;Misiones;;
7345;25-1-2007;6/9/42;femenino;Antonella;Soler;antonella.soler@gmail.com;Lavalle 45;Tigre;piso 3 depto 13  Entre: Carlos Pelegrini y Av. Victorica;Buenos Aires;;
7346;25-1-2007;23/5/37;femenino;Anika;Navarro;anika.navarro@gmail.com;Tte. Gral. J. D. Peron 1268;San Nicolas;Referencia: Local Entre: Libertad Y Talcahuano;Capital Federal;;
7347;25-1-2007;9/10/03;masculino;Daniel;Marchetti;daniel.marchetti@gmail.com;Aristobulo Del Valle 1347;Lanus;Referencia: De 8:00 A 17:30, Lunes A Viernes. Entre: Miller y Lavalleja;Buenos Aires;;
7348;26-1-2007;13/3/59;masculino;Ezequiel;Cordoba;ezequiel.cordoba@gmail.com;Vieytes 3665;Santa Fe;Referencia: atras del seguro so ial;Santa Fe;;
7349;27-1-2007;9/7/52;masculino;Gabriel;Salgado;gabriel.salgado@gmail.com;AV. Andres Baranda 1245;Quilmes;Local. Referencia: Local. De Lunes a viernes de 09:00 a 13:00 y de 14:00 a 17:30. Sabados de 09:00 a 13:00;Buenos Aires;;
7350;27-1-2007;24/3/36;femenino;Adriana;Ferrer;adriana.ferrer@gmail.com;Barrio tubicha 2;Misiones;Referencia: casa vivos morados casi esquina paseo san isidro, en veterinaria consentidogs si lo pones en maps encuentras,  Entre: zaragoza y san isidro;Misiones;;
7351;27-1-2007;18/11/00;femenino;Francesca;Taylor;francesca.taylor@gmail.com;beauchef 1426;Parque chacabuco;;Capital Federal;;
7352;28-1-2007;20/8/92;femenino;Thalia;Mendoza;thalia.mendoza@gmail.com;AV TRIUNVIRATO 3332;Villa Ortuzar;Entre: HOLMBERG y AV. CHORROARIN;Capital Federal;;
7353;28-1-2007;10/3/58;femenino;Olivia;Rangel;olivia.rangel@gmail.com;CACIQUE TOLTINA 69;EMBALSE;;Cordoba;;
7354;29-1-2007;5/3/04;femenino;Silvia;Torres;silvia.torres@gmail.com;gancedo 662;Santiago del Estero;Referencia: Casa Color Beige Saguan Negro Frente Tienda Dany;Santiago del Estero;;
7355;29-1-2007;1/2/01;femenino;Agustiana;Amato;agustiana.amato@gmail.com;Avenida General Lopez 2361;Santa Fe;;Santa Fe;;
7356;30-1-2007;10/7/01;femenino;Gaia;Rios;gaia.rios@gmail.com;Av. Mosconi 805;Lomas del Mirador;local comercial 9 a 13 y 15 a 19hs Referencia: Local En La Esquina. Cerrado Al Publico Pero Tocar Timbre Lunes A Sabados De 9 A 13hs.;Buenos Aires;;
7357;30-1-2007;3/3/53;femenino;Madelyn;Sanchez;madelyn.sanchez@gmail.com;Blanca Sauco SN;Misiones;Local Referencia: Local Entre: Lacarra y Fernandez;Misiones;;
7358;30-1-2007;26/1/99;masculino;Pablo;Figueroa;pablo.figueroa@gmail.com;Ohiggins 576;El Bolson;;Rio Negro;;
7359;31-1-2007;21/11/96;masculino;Enzo;Lamas;enzo.lamas@gmail.com;Santa Fe 550;Libertador San Martin;1 Referencia: 1 Entre: Isasi y J Hernandez;Entre Rios;;
7360;31-1-2007;28/3/90;femenino;Azul;Sorrentino;azul.sorrentino@gmail.com;Santa Cruz 140;Santiago del Estero;7A Referencia: Calle privada, llamar para salir a recibir. Entregas por la mañana preferentemente. Entre: SAN LORENZO y JURICA;Santiago del Estero;;
7361;1-2-2007;19/10/59;femenino;Celeste;Russo;celeste.russo@gmail.com;Avenida roca sur 352;Santiago del Estero;Referencia: Poblado de apoyo del hotel GRAND PALLADIUM, del lado derecho de la carretera en direccion hacia tulum;Santiago del Estero;;
7362;1-2-2007;4/3/59;masculino;John;Vera;john.vera@gmail.com;Pasaje Cabrera 5091;Rosario;;Santa Fe;;
7363;1-2-2007;18/8/84;masculino;Baptiste;Barrera;baptiste.barrera@gmail.com;Jose Antonio Cabrera 6047;Palermo;;Capital Federal;;
7364;1-2-2007;15/10/44;femenino;Martina;Juarez;martina.juarez@gmail.com;Mendoza 2161;Paso del Rey;Entre: Copernico y Alvear;Buenos Aires;;
7365;3-2-2007;12/3/62;femenino;Kiara;Ramos;kiara.ramos@gmail.com;Lopez Y Planez 153;Misiones;Referencia: afuera esta una capillita de la virgen de Guadalupe Entre: laguna de San Cristobal y laguna de terminos;Misiones;;
7366;3-2-2007;16/4/36;masculino;Nicola;Cardona;nicola.cardona@gmail.com;Regis Martinez 2997;Santa Fe;;Santa Fe;;
7367;4-2-2007;15/2/74;masculino;Agustin;Limachi;agustin.limachi@gmail.com;la rioja 1170;san jose;Referencia: Local Comercial EUROCOMPUTER. Lunes a Viernes de 9:30 a 18:30.;Buenos Aires;;
7368;4-2-2007;13/8/41;femenino;Aparecida;Vargas;aparecida.vargas@gmail.com;Calle Luis Maria Drago 2690;Castelar;;Buenos Aires;;
7369;4-2-2007;17/6/50;masculino;Yahir;Lewis;yahir.lewis@gmail.com;2 72;Misiones;;Misiones;;
7370;4-2-2007;13/1/35;femenino;Belinda;Marquez;belinda.marquez@gmail.com;213 SN;Misiones;;Misiones;;
7371;4-2-2007;28/10/41;femenino;Eliza;Yañez;eliza.yañez@gmail.com;Santa fe 1358;Salta;;Salta;;
7372;5-2-2007;25/6/04;femenino;Maren;Bazan;maren.bazan@gmail.com;Dr. Alfredo Degano 842;Santiago del Estero;Referencia: Casa blanca con reja blanca;Santiago del Estero;;
7373;5-2-2007;9/8/61;masculino;Alberto;Quispe;alberto.quispe@gmail.com;Radio Fortin Yunka 2621;Salta;;Salta;;
7374;6-2-2007;14/3/04;femenino;Cynthia;Gentile;cynthia.gentile@gmail.com;Caseros 1332;Anta;Referencia: A Un Lado De Las Bicicletas Entre: Aurora y Parque Juan Diego;Salta;;
7375;6-2-2007;25/5/03;masculino;Jose Alejandro;Romero;jose_alejandro.romero@gmail.com;Sarmiento 732;Santiago del Estero;Referencia: Conjunto Residencial Torres de los Ducales;Santiago del Estero;;
7376;6-2-2007;4/2/84;femenino;Genevieve;Mendoza;genevieve.mendoza@gmail.com;B22 De Mayo Mza421 L46 SN;Libertador General San Martin;;Jujuy;;
7377;7-2-2007;12/8/96;femenino;Estefania;Roldan;estefania.roldan@gmail.com;Av. Moreno Sur 625;Santiago del Estero;;Santiago del Estero;;
7378;7-2-2007;30/10/01;masculino;Mauricio;Villanueva;mauricio.villanueva@gmail.com;Av Rivadavia 3221;Balvanera;;Capital Federal;;
7379;8-2-2007;1/3/70;masculino;Jose Antonio;Soler;jose_antonio.soler@gmail.com;Ayacucho 1040;San Pedro;Referencia: A lado de una carniceria, tiene dos toldos uno amarillo y otro azul, el zaguan es negro con letras azules que dicen papeleria Entre: calle 1 y Av Central;Buenos Aires;;
7380;8-2-2007;20/7/37;femenino;Milani;Plata;milani.plata@gmail.com;Av. Chile 1480;Salta;Entre: 39 y 41a oriente;Salta;;
7381;8-2-2007;16/4/01;femenino;Siara;Dominguez;siara.dominguez@gmail.com;jose de achaval 417;Santiago del Estero;Referencia: La Casa Es Color Rosa Con Zaguan Blanco;Santiago del Estero;;
7382;8-2-2007;19/9/33;femenino;Melina;Añez;melina.añez@gmail.com;Arturo Frondizi 908;General Rodriguez;Referencia: De Lunes A Viernes, De 11:00 A 19:00 Hs. En Florida 537, Local 380, Planta Baja (galeria Jardin).;Buenos Aires;;
7383;8-2-2007;3/4/59;femenino;Paloma;Ferrer;paloma.ferrer@gmail.com;Belgrano 2813;Esperanza;;Santa Fe;;
7384;8-2-2007;25/4/01;masculino;Enrique;Martinez;enrique.martinez@gmail.com;San vicente y capiovi SN;Misiones;Casa;Misiones;;
7385;9-2-2007;6/2/41;femenino;Leticia;Marin;leticia.marin@gmail.com;Av. Belgrano Sud 1973;Santiago del Estero;bodega 7 ( REFERENCIA: SALADILLO CON COLO COLO );Santiago del Estero;;
7386;9-2-2007;21/8/52;masculino;Aldo;Moreno;aldo.moreno@gmail.com;1 de mayo 6465;Santa Fe;;Santa Fe;;
7387;9-2-2007;9/11/01;masculino;Adrian;Santillan;adrian.santillan@gmail.com;Barrio 10 De Febrero 4;Alvear;;Corrientes;;
7388;9-2-2007;15/7/66;femenino;Sophia;Sanchez;sophia.sanchez@gmail.com;Av victoria aguirre 1238;Misiones;;Misiones;;
7389;9-2-2007;19/9/05;masculino;Juan David;Medina;juan_david.medina@gmail.com;pedro gallo 37;Santiago del Estero;;Santiago del Estero;;
7390;11-2-2007;4/4/64;femenino;Clara;Caballero;clara.caballero@gmail.com;zullyn embon 2464;Parana;Referencia: mañana Entre: Jorge ñewery y Juan garrigo;Entre Rios;;
